region_name,region_code,country_name,country_code,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,mean,median,gini,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,reporting_pop,reporting_pce,distribution_type,spl
Sub-Saharan Africa,SSA,Botswana,BWA,national,CWIS,national,2009,consumption,1,2002 - 2015,2.15,0.176867085239,0.055469270615,0.025474057528,11.009778723123,5.157785293993,0.60458301092,0.010522488205,0.017890863451,0.024988109885,0.031923967194,0.041272158699,0.054059375286,0.071326595341,0.097585377049,0.154301080634,0.496129984254,2059663,2169.95879647053,micro,3.728892646996
Sub-Saharan Africa,SSA,Botswana,BWA,national,BMTHS,national,2015,consumption,1,2002 - 2015,2.15,0.154262420302,0.041233539567,0.016528079564,8.821087239545,4.842954987105,0.533250267328,0.015320982594,0.0241570896,0.03096448377,0.039055414131,0.048605699893,0.062296896051,0.081587421978,0.113061793711,0.170214115862,0.41473610241,2345329,2699.94763953329,micro,3.571477493552
Sub-Saharan Africa,SSA,Central African Republic,CAF,national,EPCM,national,1992,consumption,0,1992,2.15,0.82185,0.552424556164,0.416851235155,1.488003907178,0.690037269309,0.592724371292,0.016801031153,0.016801031153,0.019956220329,0.028682353027,0.039777264542,0.054458452145,0.075170240353,0.107608842656,0.170097487521,0.470647077121,3033617,,group,2.15
Sub-Saharan Africa,SSA,Central African Republic,CAF,national,ECASEB,national,2008,consumption,1,2008,2.15,0.618842224799,0.296836427476,0.180375992848,3.039690915791,1.67503501487,0.561779139727,0.012457909312,0.021253196283,0.030167276156,0.039718017399,0.050045796547,0.061115138032,0.076444832706,0.100525742467,0.146334526739,0.461937564359,4467233,,micro,2.15
Sub-Saharan Africa,SSA,Central African Republic,CAF,national,EHCVM,national,2021,consumption,2,2021,2.15,0.656665098549,0.297355023906,0.167177960626,2.240956250167,1.56659256592,0.430278912886,0.021433231533,0.034242321977,0.043898705561,0.053200449246,0.063837699967,0.077063565667,0.094620215963,0.119382882103,0.160926170089,0.331394757893,5457154,437.971502596386,micro,2.15
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1971,income,0,1971 - 1995,2.15,0.022495910115,0.015122791564,0.011495841822,32.204292304551,26.170103419577,0.372467295925,0.017963028928,0.039149362538,0.052957496546,0.064505336696,0.075272688068,0.088333145333,0.104840582019,0.126823257561,0.16462576166,0.265529340651,21962032,11173.9261823278,micro,14.235051709789
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1973,income,0,1971 - 1995,2.15,0.017485467108,0.01172188218,0.009442180967,36.154971765921,30.229498740029,0.349018225448,0.021479183382,0.04230746769,0.056045718322,0.066936964448,0.077799318954,0.090483059067,0.106003889099,0.127199767159,0.160901454044,0.250843177835,22491777,12443.9678820555,micro,16.264749370014
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1975,income,0,1971 - 1995,2.15,0.014924182754,0.010519970823,0.008465975816,40.335080678078,33.867680598267,0.340872079614,0.022540770707,0.044028437192,0.057115919673,0.06750928471,0.078240257157,0.090857914374,0.106343429758,0.127828320238,0.160150797637,0.245384868554,23143275,13182.8901467697,micro,18.083840299133
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1977,income,0,1971 - 1995,2.15,0.012496603944,0.009105646316,0.00731350683,42.65392044178,36.192836954553,0.337293023123,0.02262658685,0.04413280712,0.057228175843,0.067709591342,0.078836116261,0.091804718075,0.107833320239,0.12836480316,0.160449276814,0.241014604296,23725843,13894.3078740457,micro,19.246418477276
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1979,income,0,1971 - 1995,2.15,0.012497067463,0.008617192787,0.006841312101,44.253399802633,37.654160602357,0.334691413144,0.02336522296,0.044753358647,0.057479659596,0.067781940296,0.079052795783,0.091827392302,0.107503452976,0.128100693985,0.160090478488,0.240045004968,24201544,14348.6206409695,micro,19.977080301178
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1981,income,0,1971 - 1995,2.15,0.007493492583,0.005619367699,0.004464102539,46.470512615797,39.208871705358,0.329630825997,0.025456552072,0.045961769587,0.058164728207,0.067846688946,0.078474423256,0.091377794067,0.106826505551,0.127825288991,0.158998991578,0.239067257747,24819915,14400.3851926137,micro,20.754435852679
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1982,income,0,1971 - 1995,2.15,0.00743109261,0.004304159278,0.003593299986,45.547995779869,38.403386904314,0.329305994261,0.025843118217,0.045580030029,0.058390816684,0.068790078974,0.079010855356,0.090768101955,0.105854493763,0.126306780459,0.15868364637,0.240772078192,25116942,13865.1291799449,micro,20.351693452157
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1984,income,0,1971 - 1995,2.15,0.007498345177,0.004696732694,0.003821883489,45.622942956559,38.487412794536,0.335184274976,0.024399507099,0.044523504686,0.057765159856,0.068874171832,0.078887322296,0.090995787777,0.10592587581,0.125907554313,0.157048798463,0.245672317869,25607053,14474.4275724905,micro,20.393706397268
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1985,income,0,1971 - 1995,2.15,0.004997691256,0.003894946733,0.003088599985,46.854599734099,39.502964463975,0.331748738204,0.025749722729,0.044963686215,0.058299388042,0.068990441952,0.079105694591,0.090972967527,0.105828135894,0.125586250892,0.155241442934,0.245262269224,25842116,15045.4179994774,micro,20.901482231987
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1986,income,0,1971 - 1995,2.15,0.009981897007,0.008026085053,0.006628696829,46.335191032222,39.77683862515,0.316758174301,0.027097580784,0.04702311492,0.060023640202,0.070631627858,0.080979416479,0.092611437463,0.106932503596,0.125603663054,0.15575206756,0.233344948083,26100278,15406.1443979273,micro,21.038419312575
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1987,income,0,1971 - 1995,2.15,0.00499681667,0.004415791476,0.003902327351,47.333680364854,40.70715461787,0.316538754376,0.027866389354,0.047357732541,0.060008031938,0.070299237678,0.080556218761,0.092217971072,0.106520934489,0.125434430798,0.155351177206,0.234387876164,26446601,15793.7237433206,micro,21.503577308935
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1988,income,0,1971 - 1995,2.15,0.007493707175,0.004776561407,0.003870233966,48.495504522195,41.531763676567,0.311978715912,0.028539013989,0.048387205112,0.060275579286,0.070764984447,0.080612968703,0.092400583305,0.106895815203,0.126118589955,0.155066747611,0.230938512389,26791747,16233.2998611183,micro,21.915881838284
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1989,income,0,1971 - 1995,2.15,0.012493499366,0.010765081098,0.009300138328,49.222729349084,42.720901506593,0.310125201568,0.027534661012,0.048912421491,0.060875905017,0.070640842231,0.081294382949,0.093302081768,0.107756620733,0.126618020954,0.15503869861,0.228026365235,27276781,16488.3978045827,micro,22.510450753296
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1990,income,0,1971 - 1995,2.15,0.012484578007,0.00864417838,0.007536413424,48.969231263107,42.648902879536,0.31365361659,0.026491444439,0.047967440236,0.06042661963,0.070999679918,0.081588352942,0.093529773719,0.10765189434,0.126264929066,0.154406693175,0.230673172536,27691138,16464.339363508,micro,22.474451439768
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1991,income,0,1971 - 1995,2.15,0.012476624586,0.010427060191,0.008824184971,47.398981621052,40.922711180838,0.319433948403,0.026041546595,0.046816293282,0.059510711373,0.070325446545,0.080820658173,0.09265466787,0.107360050169,0.126936753329,0.156497610667,0.233036261998,28037420,16079.9973121287,micro,21.611355590419
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1992,income,0,1971 - 1995,2.15,0.007468885075,0.006391485788,0.005480816826,47.913967325463,41.456566452488,0.315643194924,0.027604480857,0.047189211454,0.059796770764,0.070603954655,0.081048336205,0.092713189022,0.107071075592,0.126029623861,0.155634213204,0.232309144385,28371264,16135.8552143757,micro,21.878283226244
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1993,income,0,1971 - 1995,2.15,0.012476294652,0.010188131977,0.008517587708,46.4483720925,40.266374588048,0.316759272528,0.026654062142,0.047079288714,0.05958549649,0.0705119839,0.081255258197,0.092873557318,0.10767538984,0.126559870327,0.156288917563,0.23151617551,28684764,16256.0127170733,micro,21.283187294024
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1994,income,0,1971 - 1995,2.15,0.009895798882,0.006653364166,0.005779126019,47.4376303424,41.187333313605,0.313038096118,0.027769410593,0.047705080055,0.060112835623,0.070856867602,0.081161179714,0.093072423345,0.106600986891,0.126348987838,0.156903137824,0.229469090514,29000663,16543.9134647156,micro,21.743666656802
Other High Income Countries,OHI,Canada,CAN,national,SCF-LIS,national,1995,income,0,1971 - 1995,2.15,0.007468089546,0.006228329359,0.005231223486,47.310849803493,41.136481550376,0.31509582152,0.027627598853,0.046943500643,0.059584855772,0.070684119852,0.081392357629,0.093395374883,0.10736766746,0.125733523726,0.15576587795,0.231505123231,29302311,16741.0688680116,micro,21.718240775188
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,1996,income,1,1996 - 2011,2.15,0.00249517821,0.001573757768,0.000992599848,45.492618013911,38.740197548827,0.327680513903,0.028590381094,0.045219307424,0.05744533089,0.068961912493,0.079592643019,0.091494396615,0.105517448277,0.124282651396,0.153621196836,0.245274731955,29610218,17058.8506632079,micro,20.520098774413
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,1997,income,1,1996 - 2011,2.15,0.002477114694,0.001698152247,0.001164145149,46.229834858467,39.223555409439,0.33116944044,0.028519542444,0.045288950732,0.057175730534,0.068299878045,0.079261856385,0.090800426064,0.104602201492,0.123294106913,0.153048090854,0.249709216538,29905948,17715.9032075485,micro,20.761777704719
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,1998,income,1,1996 - 2011,2.15,0.004996556334,0.002174682712,0.001375632792,47.906847814642,40.425864195994,0.332172454182,0.028140503856,0.045143789596,0.057545872113,0.068623224334,0.079002063729,0.090590409387,0.104570599813,0.123041243349,0.15218561045,0.251156683375,30155173,18050.433702233,micro,21.362932097997
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,1999,income,1,1996 - 2011,2.15,0.004909630583,0.001931539926,0.001267795966,49.120376600871,41.83810269638,0.330609337713,0.027613173004,0.044987240777,0.057507197596,0.068748198675,0.079662465068,0.091365948082,0.105261620691,0.124183478134,0.15331602658,0.247354651392,30401286,18608.9884316837,micro,22.06905134819
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2000,income,1,1996 - 2011,2.15,0.002478208947,0.001460163036,0.00086032943,50.680657650995,42.880999864281,0.334182943479,0.027518509957,0.044825190463,0.057302143084,0.067999227473,0.079322584803,0.090694273814,0.104660021819,0.123554664188,0.152193242704,0.251930141696,30685730,19185.796789699,micro,22.59049993214
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2001,income,1,1996 - 2011,2.15,0.002493815574,0.001372900525,0.000755812046,52.607157936492,44.21288868864,0.335547848094,0.027720409564,0.044636245347,0.056829348243,0.067756506912,0.078449311888,0.090678374271,0.104650013858,0.123677269276,0.153144981873,0.252457538769,31020902,19434.755459952,micro,23.25644434432
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2002,income,1,1996 - 2011,2.15,0.002423057653,0.001308029757,0.000706108599,53.05956031195,44.505991081602,0.335603094835,0.027485528678,0.044494984322,0.056583630172,0.067750545045,0.078579394166,0.090627491496,0.105292442644,0.12430962013,0.153623752253,0.251252611094,31360079,19993.3061493789,micro,23.402995540801
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2003,income,1,1996 - 2011,2.15,0.002371085437,0.001337533035,0.000754504494,53.136893370191,44.577000256,0.338094653408,0.027417002065,0.043789213321,0.056684917304,0.067553338157,0.078351361116,0.090440425394,0.104802874626,0.124040462031,0.153442978311,0.253477427676,31644028,20357.6283913923,micro,23.438500128
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2004,income,1,1996 - 2011,2.15,0.002435584937,0.001453976075,0.000867983044,54.32595460009,45.649100028375,0.33776482221,0.026965072054,0.043987792751,0.056567309426,0.067534183758,0.078645665511,0.09043026445,0.105105133178,0.124618408394,0.154202152289,0.251944018189,31940655,20785.9329085336,micro,23.974550014188
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2005,income,1,1996 - 2011,2.15,0.002449898556,0.001515394616,0.000937353441,55.64778326486,46.94165062619,0.336218044928,0.027181733406,0.044615574648,0.056817197909,0.067605273767,0.078591785819,0.090750270245,0.105069235094,0.123982768723,0.153365452313,0.252020708075,32243753,21399.2596712743,micro,24.620825313095
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2006,income,1,1996 - 2011,2.15,0.00249147582,0.00147604594,0.00087446629,57.229619691113,47.370788089594,0.340905387194,0.027749901283,0.044200838737,0.055754185971,0.066865797833,0.077643876126,0.089505032632,0.104425358212,0.123782585132,0.153467350642,0.25660507343,32571174,22073.3531848782,micro,24.835394044797
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2007,income,1,1996 - 2011,2.15,0.002482524211,0.000920818464,0.000341550201,59.492872931213,49.393218473076,0.338410078957,0.028243057823,0.044930581595,0.056541515715,0.067011978626,0.077564777539,0.08941616511,0.103814056246,0.123306471902,0.15304940712,0.256121988324,32889025,22824.7261360795,micro,25.846609236538
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2008,income,1,1996 - 2011,2.15,0.002454622841,0.001103333773,0.000495939903,60.542506068573,50.576732691146,0.339305673029,0.027468423512,0.044217477907,0.056587590497,0.06720664003,0.07797153104,0.089966592209,0.104445129733,0.123486702767,0.153200048783,0.255449863523,33247118,23254.2041733294,micro,26.438366345573
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2009,income,1,1996 - 2011,2.15,0.002443097114,0.001461439759,0.00087422074,60.825377013239,50.800599857701,0.339521529472,0.027401938395,0.044227796118,0.056006875224,0.066958324511,0.078015194324,0.08989223151,0.104883038999,0.124178138054,0.154137586577,0.254298876287,33628895,23009.7440954814,micro,26.55029992885
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2010,income,1,1996 - 2011,2.15,0.002488310042,0.00110417145,0.000489968923,60.810354184334,50.962987997735,0.335926033624,0.028057494955,0.044654531949,0.056965396961,0.067590538175,0.078318660971,0.089963236579,0.104465750318,0.123926082067,0.152761294441,0.253297013584,34004889,23571.2786904979,micro,26.631493998867
Other High Income Countries,OHI,Canada,CAN,national,SLID-LIS,national,2011,income,1,1996 - 2011,2.15,0.002261453926,0.000834279635,0.000307776559,61.146698929293,51.711907382037,0.326570773375,0.028571270941,0.046185940595,0.058098386349,0.068787282149,0.079065688307,0.09120379212,0.105512921129,0.123752695314,0.152568245652,0.246253777443,34339328,23873.3213051321,micro,27.005953691018
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2012,income,2,2012 - 2019,2.15,0.002465214097,0.000916979492,0.000341086557,61.781474320396,52.571739089922,0.335390107849,0.025964075074,0.04384965313,0.056407440805,0.068010178799,0.079771028424,0.091862155349,0.106555712814,0.125141032694,0.154879778632,0.247558944278,34714222,24063.3015130768,micro,27.435869544961
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2013,income,2,2012 - 2019,2.15,0.004964854449,0.001477962509,0.000745209834,62.970147055991,53.52993281589,0.337989821576,0.024855187477,0.043047745834,0.056680398045,0.067782629304,0.079138977998,0.091807412389,0.10727911531,0.126745162063,0.155604468869,0.24705890271,35082954,24436.0857952098,micro,27.914966407945
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2014,income,2,2012 - 2019,2.15,0.002421580503,0.001021948745,0.000431279999,63.242680332186,53.804524669471,0.331576059661,0.027223189769,0.044948195521,0.057211126028,0.068182835441,0.079295895112,0.09165639343,0.106093890637,0.124109114699,0.153824148658,0.247455210705,35437435,24815.3395598882,micro,28.052262334735
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2015,income,2,2012 - 2019,2.15,0.002459044897,0.001228515181,0.000613754369,63.739996523715,53.678289934335,0.337464824626,0.02599566534,0.043928927481,0.056690845802,0.067992841742,0.078662519321,0.090999244329,0.105588476112,0.124868566798,0.154662686161,0.250610226913,35702908,25202.476505057,micro,27.989144967167
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2016,income,2,2012 - 2019,2.15,0.002487136706,0.001159994202,0.000541018331,63.193501677862,53.846062498984,0.327018236911,0.028655542551,0.045657782104,0.057588426053,0.068183494374,0.079883787108,0.091657945181,0.105893092636,0.124019042678,0.152854191401,0.245606695913,36109487,25443.0657284743,micro,28.073031249492
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2017,income,2,2012 - 2019,2.15,0.00247010647,0.000915257985,0.000339134037,65.495031820242,55.42223854749,0.333082062717,0.027911566719,0.044717466069,0.056448950377,0.067713178675,0.079058001417,0.091573871765,0.105850192342,0.12416352446,0.153432917241,0.249130330934,36545236,26064.7242437796,micro,28.861119273745
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2018,income,2,2012 - 2019,2.15,0.002499711087,0.000629538728,0.000158545926,65.737834666627,55.673191933391,0.325092698668,0.028821124126,0.046305869657,0.058069906189,0.068470879792,0.079276259392,0.091491480558,0.106016849961,0.124424552455,0.153287062369,0.243836015502,37065084,26378.0610218717,micro,28.986595966696
Other High Income Countries,OHI,Canada,CAN,national,CIS-LIS,national,2019,income,2,2012 - 2019,2.15,0.002486375387,0.000637757222,0.000163585224,65.732752486324,56.303294472397,0.317496465286,0.029726830836,0.047704355079,0.058996267286,0.069424759233,0.07999201956,0.091982543768,0.10677511134,0.124519671232,0.151095622834,0.239782818833,37601230,26413.7933823236,micro,29.301647236198
Other High Income Countries,OHI,Switzerland,CHE,national,SIWS-LIS,national,1982,income,0,1982,2.15,0.006974070746,0.00503556322,0.004079677614,73.21236699873,57.324910119539,0.36005268995,0.030325019249,0.04495666783,0.053408297006,0.062573656421,0.072695542514,0.084132690642,0.099594220496,0.120664109149,0.149908603728,0.281741192966,6391309,33091.1039886233,micro,29.812455059769
Other High Income Countries,OHI,Switzerland,CHE,national,NPS-LIS,national,1992,income,1,1992,2.15,0.004945629417,0.004370556229,0.003862352017,69.455861132276,57.169585649077,0.338548566235,0.028648890926,0.04722759833,0.056439963768,0.065590723462,0.076113232937,0.089269171059,0.104246064569,0.122604107786,0.149960648684,0.25989959848,6875364,37245.8613725493,micro,29.734792824538
Other High Income Countries,OHI,Switzerland,CHE,national,IES-LIS,national,2000,income,2,2000 - 2004,2.15,0.0,0.0,0.0,68.673805318772,55.558338198332,0.334310551643,0.031572475322,0.047106720648,0.056402343038,0.066078351335,0.075425646205,0.087396048622,0.10288810485,0.123774788639,0.154151835713,0.255203685628,7184250,40139.764599476,micro,28.929169099166
Other High Income Countries,OHI,Switzerland,CHE,national,IES-LIS,national,2002,income,2,2000 - 2004,2.15,0.0,0.0,0.0,70.959378191574,59.566936514796,0.316867313516,0.03423713447,0.047749728749,0.056793792927,0.066765161064,0.077807388956,0.090602029573,0.10563907615,0.126941838362,0.156184922294,0.237278927454,7284753,40682.0059830484,micro,30.933468257398
Other High Income Countries,OHI,Switzerland,CHE,national,IES-LIS,national,2004,income,2,2000 - 2004,2.15,0.0,0.0,0.0,68.565841855025,57.054118490433,0.315645115668,0.033517189771,0.048903766063,0.057563956006,0.067006164878,0.077182686456,0.08978513586,0.10742282444,0.127057518236,0.155184341137,0.236376417153,7389625,41043.8187488448,micro,29.677059245216
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2006,income,3,2006 - 2020,2.15,0.000465703569,0.000328619742,0.000235730731,71.86779780804,59.464884254683,0.339188077054,0.028904011683,0.04528467208,0.05473656677,0.065074571096,0.076161583779,0.088783704173,0.103455983337,0.12377061932,0.153496383753,0.260331904009,7483934,41686.2573769553,micro,30.882442127341
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2007,income,3,2006 - 2020,2.15,0.000208163999,0.000123893153,7.5688238e-05,73.748028005083,60.232256732256,0.342555347722,0.028956299656,0.044991397844,0.05543580084,0.065005364567,0.075421757008,0.088120863894,0.102853475897,0.121669154812,0.150454877497,0.267091007984,7551117,42194.8578792664,micro,31.266128366128
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2008,income,3,2006 - 2020,2.15,0.000684796054,0.00034378473,0.00020768605,74.266983400398,61.036338037812,0.337946999355,0.02990887774,0.045200756917,0.055205119207,0.064936778627,0.07621627271,0.089282313933,0.104046913343,0.12240545042,0.1498759281,0.262921589003,7647675,42292.3980716277,micro,31.668169018906
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2009,income,3,2006 - 2020,2.15,0.000380577311,0.000135690093,5.8059307e-05,73.953286145611,61.085096467757,0.328558562956,0.031074044311,0.046739002296,0.056725821767,0.066417848478,0.076647329944,0.089137045799,0.104405383049,0.122601703704,0.149753856801,0.25649796385,7743831,42415.6805339601,micro,31.692548233878
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2010,income,3,2006 - 2020,2.15,0.000486702062,0.000196032681,0.000129732395,74.232198273928,62.181679002097,0.325530304316,0.030673166664,0.046921343305,0.057292078111,0.067279593461,0.077934264448,0.089913576545,0.104159011187,0.122131623902,0.149373175982,0.254322166395,7824909,42762.5673533694,micro,32.240839501048
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2011,income,3,2006 - 2020,2.15,3.1113163e-05,1.9397046e-05,1.2092804e-05,75.286561883598,63.643362511395,0.317136185273,0.031572018538,0.047531978737,0.058013098302,0.068391095178,0.079209618723,0.090591030747,0.10476931781,0.122434893235,0.151019881237,0.246467067493,7912398,42886.8667060067,micro,32.971681255697
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2012,income,3,2006 - 2020,2.15,8.9654953e-05,9.861553e-06,1.084717e-06,77.14793114861,64.390817250211,0.315671265122,0.033386542666,0.047999127121,0.058318137375,0.068577001592,0.078565659571,0.089913076365,0.103841101837,0.12153167369,0.147915972569,0.249951707213,7996861,43367.6505442392,micro,33.345408625105
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2013,income,3,2006 - 2020,2.15,0.000421837433,0.000209137565,0.000103685727,76.78760508885,63.704589454708,0.324621872559,0.032779800021,0.046627033136,0.057201109347,0.066872179307,0.076988593495,0.089197952124,0.103240185942,0.122189057417,0.149789514925,0.255114574286,8089346,43840.4862734446,micro,33.002294727354
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2014,income,3,2006 - 2020,2.15,0.000327680639,2.3081019e-05,1.66362e-06,77.713824045705,64.259331520083,0.325256587143,0.031600405264,0.046738591562,0.057388073011,0.067621232438,0.077513240314,0.088849766863,0.103381673383,0.1216996753,0.149887074164,0.2553202677,8188649,43738.0429403185,micro,33.279665760041
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2015,income,3,2006 - 2020,2.15,0.000305425563,0.000153009055,8.6306939e-05,77.356552144502,64.761867598806,0.323069571573,0.031591092138,0.046693569691,0.057555534806,0.067371558963,0.078397903519,0.089924074157,0.103976662818,0.122162546584,0.14991126716,0.252415790165,8282396,44306.9103920714,micro,33.530933799403
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2016,income,3,2006 - 2020,2.15,0.000342753317,0.000288400203,0.000242704777,78.754655311607,65.323687274998,0.330424509583,0.030223472691,0.046278449241,0.056958941332,0.067089087654,0.077553587402,0.088866793438,0.102950272592,0.121789071539,0.150026323801,0.25826400031,8373338,44541.977058060496,micro,33.811843637499
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2017,income,3,2006 - 2020,2.15,0.0,0.0,0.0,78.502051015512,65.419411516594,0.326763339819,0.030519891206,0.046557879793,0.057643457994,0.067710132999,0.077921273635,0.088891566457,0.103118708549,0.121279786197,0.150921111375,0.255436191796,8451840,44637.0775781752,micro,33.859705758297
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2018,income,3,2006 - 2020,2.15,0.00030503981,0.000203087346,0.00014300308,77.102890368762,64.345624689541,0.331410419918,0.02953821628,0.045890577592,0.05656941327,0.067194303949,0.078042872991,0.089643739528,0.102997266599,0.122027191801,0.150232540138,0.257863877851,8514329,44603.002947562,micro,33.32281234477
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2019,income,3,2006 - 2020,2.15,0.000173868469,3.1183427e-05,1.0987726e-05,79.271571181081,64.75705044006,0.339983415581,0.02887006028,0.045178466712,0.055957840196,0.066297617497,0.076472839018,0.087887807418,0.101864623599,0.121107266018,0.150845887827,0.265517591436,8575280,44823.3900628243,micro,33.52852522003
Other High Income Countries,OHI,Switzerland,CHE,national,EU-SILC,national,2020,income,3,2006 - 2020,2.15,0.000372009105,0.000179463085,0.000104290074,80.139571873509,65.796921150481,0.337379267991,0.029504298576,0.045594555612,0.05604082078,0.066361294929,0.076669309917,0.088173177896,0.102135157505,0.120871244031,0.15108232731,0.263567813444,8638167,42999.2772892985,micro,34.04846057524
Latin America & Caribbean,LAC,Chile,CHL,national,CASEN,national,1987,income,0,1987 - 1998,2.15,0.153801293995,0.051471223518,0.026809605179,9.772546425811,5.118263988356,0.561930338174,0.011712068187,0.021832252925,0.029424413557,0.037602534754,0.047065016844,0.059111142763,0.076176363613,0.103180586613,0.1600360862,0.453859534544,12712784,2264.07881927232,micro,3.709131994178
Latin America & Caribbean,LAC,Chile,CHL,national,CASEN,national,1990,income,0,1987 - 1998,2.15,0.106680077799,0.035273762439,0.01852627424,11.671239940889,5.951518899424,0.572353809205,0.011942829302,0.021697762857,0.028935371797,0.036744699041,0.045719229126,0.057448437366,0.073788219226,0.099182672564,0.154077894407,0.470462884313,13342868,2598.77625684311,micro,4.125759449712
Latin America & Caribbean,LAC,Chile,CHL,national,CASEN,national,1992,income,0,1987 - 1998,2.15,0.066995981928,0.019894850418,0.010019425329,12.439040973846,6.730909675566,0.54806454821,0.014363261011,0.02417282119,0.03191174007,0.039760189329,0.048907101576,0.060881253849,0.077214541144,0.101436668772,0.149450922279,0.451901500782,13782297,3116.80766847981,micro,4.515454837783
Latin America & Caribbean,LAC,Chile,CHL,national,CASEN,national,1994,income,0,1987 - 1998,2.15,0.067974642094,0.023056802712,0.012845418632,13.95581668805,7.308571299577,0.564209559658,0.012371941799,0.02230344548,0.029730826882,0.037556185956,0.046982796818,0.058880625005,0.075284207197,0.101975087506,0.155903935043,0.459010948314,14210674,3512.91160668945,micro,4.804285649789
Latin America & Caribbean,LAC,Chile,CHL,national,CASEN,national,1996,income,0,1987 - 1998,2.15,0.046644677284,0.015705593616,0.00844470113,15.109369568652,8.186566788137,0.548688360887,0.013357945243,0.023168175183,0.031160515199,0.039374019554,0.048808030738,0.060928245202,0.077844508979,0.104426791084,0.156677694654,0.444254074165,14615483,4104.68403744603,micro,5.243283394069
Latin America & Caribbean,LAC,Chile,CHL,national,CASEN,national,1998,income,0,1987 - 1998,2.15,0.04586696712,0.016418324753,0.009148095192,16.203282614014,8.689635182495,0.555166601227,0.012574487242,0.022567936837,0.030456295712,0.038906031099,0.048297607345,0.060240341413,0.076804602746,0.103383525626,0.157069715222,0.449699456757,14996742,4537.6324022574,micro,5.494817591248
