country_code,welfare_type,survey_acronym,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,gini,reporting_pop,reporting_pce,distribution_type,spl,survey_year,survey_coverage,reporting_level
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.004947751203,0.001264952232,0.000803859665,0.267011884844,5523095,24556.542727497,micro,26.080920404177,2009,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.000572940086,2.1044105e-05,7.72951e-07,0.271985592215,5547683,24639.2792664311,micro,26.879280380987,2010,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.0,0.0,0.0,0.273117461079,5570572,24605.706355409,micro,26.276787441601,2011,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.0,0.0,0.0,0.277907505086,5591572,24638.9073707692,micro,26.029652041528,2012,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.003109156461,0.002479873506,0.002059778317,0.285425339904,5614932,24604.956958848,micro,26.458574964392,2013,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.00202610917,0.000845310285,0.00057388192,0.283528791595,5643475,24703.6281151101,micro,26.656221552218,2014,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.001754258588,0.00135661756,0.001080560857,0.281772372739,5683483,25089.1433770488,micro,26.716061718668,2015,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.002783869589,0.002026473325,0.00155900588,0.281874407259,5728010,25497.175531029,micro,27.456017661139,2016,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.00140905154,0.00088844856,0.000707002302,0.2874666138,5764980,25913.3489425595,micro,27.82424576054,2017,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.00170111758,0.00128555211,0.001129471191,0.281657201852,5793636,26685.0623568173,micro,28.40509288386,2018,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.002514071791,0.002047471477,0.001761018647,0.277233069985,5814422,27010.255983018,micro,28.190049625667,2019,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.001649913074,0.001133508254,0.00091447493,0.275039329161,5831404,26561.3325985407,micro,29.359361932069,2020,national,national
DNK,income,EU-SILC,1,2003 - 2021,2.15,0.001536796358,0.001286896451,0.001132813556,0.283234866769,5856733,27893.6264764829,micro,29.694781002866,2021,national,national
DOM,income,ENGSLF,0,1986,2.15,0.07092,0.018533744046,0.006484277783,0.477807940867,6554325,2070.86877423945,group,5.66991644907,1986,national,national
DOM,income,ENGSLF,1,1989,2.15,0.17415,0.048201195242,0.01768032059,0.504481320304,6980033,2467.90869764743,group,3.588949904282,1989,national,national
DOM,income,ICS,2,1992,2.15,0.07615,0.021125919119,0.009394519881,0.510528614179,7427340,2454.45016553797,group,4.408020263538,1992,national,national
DOM,income,ENFT,3,1996 - 1997,2.15,0.06450147179,0.023151531666,0.012575201816,0.474187544925,8012314,2606.1395642007,micro,5.12346583298,1996,national,national
DOM,income,ENFT,3,1996 - 1997,2.15,0.068705067274,0.024733136572,0.014021295271,0.489015450565,8150076,2766.26195967349,micro,5.438480566769,1997,national,national
DOM,income,ENFT,4,2000 - 2004,2.15,0.067144300226,0.023674979516,0.011945282208,0.515136393935,8540791,2977.40482249931,micro,5.383744290409,2000,national,national
DOM,income,ENFT,4,2000 - 2004,2.15,0.051379631867,0.015536814343,0.006919675964,0.499989247375,8669040,2978.45125473767,micro,5.336579681881,2001,national,national
DOM,income,ENFT,4,2000 - 2004,2.15,0.076143242593,0.025258703495,0.013025609501,0.496715203492,8795101,3045.57398869829,micro,5.30705161222,2002,national,national
DOM,income,ENFT,4,2000 - 2004,2.15,0.08697801564,0.029119031173,0.014584248204,0.521196484013,8919852,2924.51726494331,micro,4.617284585586,2003,national,national
DOM,income,ENFT,4,2000 - 2004,2.15,0.116073106956,0.036167158302,0.016925451684,0.520499330823,9043127,2963.08513806744,micro,4.092289444846,2004,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.074095428218,0.022728352635,0.010276207547,0.499648017902,9164768,3292.16848804547,micro,4.69383807754,2005,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.062552230468,0.017324277945,0.007557190546,0.519610658109,9284168,3544.67612923237,micro,5.017780315888,2006,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.060679277653,0.017265309843,0.007778562817,0.488551255088,9402206,3703.22253399786,micro,4.952499005403,2007,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.05448599765,0.01444230959,0.006009221138,0.481073981317,9522948,3855.26424339131,micro,4.844153191774,2008,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.046799769054,0.012188226772,0.004920832164,0.488756450506,9648061,4018.15757444875,micro,5.085547808662,2009,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.038692138916,0.009283370629,0.003620528718,0.4732581684,9775755,4238.228357918,micro,5.164972916646,2010,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.040552939642,0.01042296587,0.004354539386,0.477068833955,9903737,4364.64152710418,micro,5.225486207002,2011,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.038488618638,0.009751823198,0.004018699091,0.461335037081,10030882,4391.17586890256,micro,5.176523806411,2012,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.029718231458,0.007549966991,0.002928399438,0.47656393283,10157051,4433.03374498402,micro,5.281118952959,2013,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.033559256684,0.007747039828,0.002988148075,0.442793986552,10282115,4611.50738078071,micro,5.726416160876,2014,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.0253498694,0.006339404482,0.002582732531,0.451809396731,10405832,4849.97027599451,micro,6.140871203984,2015,national,national
DOM,income,ENFT,5,2005 - 2016,2.15,0.02030172322,0.006014973353,0.002930608189,0.457225611231,10527592,5083.21708432076,micro,6.492763146966,2016,national,national
DOM,income,ECNFT-Q03,6,2017 - 2022,2.15,0.010015451479,0.003346690925,0.002043699259,0.421929843042,10647244,5244.73074952949,micro,6.4133074386,2017,national,national
DOM,income,ECNFT-Q03,6,2017 - 2022,2.15,0.00835534409,0.001923769906,0.000851231478,0.436861000576,10765531,5481.70736914352,micro,6.760554382549,2018,national,national
DOM,income,ECNFT-Q03,6,2017 - 2022,2.15,0.008326866173,0.002221233032,0.001101404683,0.419170866029,10881882,5673.92751224154,micro,7.051191658728,2019,national,national
DOM,income,ECNFT-Q03,6,2017 - 2022,2.15,0.00959418359,0.003453933395,0.001996769894,0.39628294655,10999664,5423.74742374535,micro,6.52733374967,2020,national,national
DOM,income,ECNFT-Q03,6,2017 - 2022,2.15,0.008537285128,0.002052684633,0.0009676006,0.385292982922,11117873,5720.17459920939,micro,6.433199631184,2021,national,national
DOM,income,ECNFT-Q03,6,2017 - 2022,2.15,0.007571755359,0.001524228738,0.000568783904,0.36979376538,11228821,5953.2547081503,micro,6.818247791034,2022,national,national
DZA,consumption,EDCM,0,1988,2.15,0.0642,0.008852471448,0.001644129281,0.373569941978,24243018,1270.69102266233,group,3.926969195827,1988,national,national
DZA,consumption,ENMNV,1,1995,2.15,0.06119,0.008142554239,0.001456536596,0.353300542354,28478022,1114.41588577764,group,4.026159354773,1995,national,national
DZA,consumption,ENCNVM,2,2011,2.15,0.0,0.0,0.0,0.276157308158,36665434,1557.55461622423,group,5.171797373647,2011,national,national
ECU,income,EPED,0,1987,2.15,0.17615,0.07302270936,0.040678213167,0.504800349998,5134094,2729.87682497386,micro,3.928343712187,1987,urban,urban
ECU,income,ECV,1,1994,2.15,0.17128565029,0.07588787847,0.04718327387,0.533303340574,11347652,2740.29369415602,micro,3.641169032444,1994,national,national
ECU,income,EPED,2,1995,2.15,0.138088400154,0.062799683313,0.041711804253,0.508271009279,6678722,2796.72469961576,micro,3.708447731056,1995,urban,urban
ECU,income,EPED,3,1998,2.15,0.156625395625,0.059697885203,0.033394401488,0.496042709892,7233320,3039.68370242709,micro,3.502076178438,1998,urban,urban
ECU,income,ECV,4,1999,2.15,0.218150032025,0.096873723121,0.059230897983,0.585707307412,12412046,2623.2903778236,micro,3.401523448331,1999,national,national
ECU,income,EPED,5,2000,2.15,0.281541379814,0.114834418622,0.065369580783,0.562991889674,12626507,2599.46884805141,micro,2.964354278781,2000,national,national
ECU,income,ENEMDU,6,2003 - 2006,2.15,0.14815193849,0.057557539481,0.032194773857,0.53513857924,13301184,2925.10894766655,micro,4.006713199534,2003,national,national
ECU,income,ENEMDU,6,2003 - 2006,2.15,0.150623240305,0.061192556455,0.035921859771,0.538892160623,13534593,3059.67276382528,micro,3.948273007825,2004,national,national
ECU,income,ENEMDU,6,2003 - 2006,2.15,0.118035074316,0.044847023802,0.024659166499,0.530499666198,13770012,3140.52018202987,micro,4.524114200443,2005,national,national
ECU,income,ENEMDU,6,2003 - 2006,2.15,0.081537838763,0.028302853127,0.014555395192,0.522471926293,14009061,3221.27645114645,micro,4.903047462845,2006,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.0851890075,0.031561046608,0.017260935575,0.533546241248,14251835,3300.58331518236,micro,4.97036099562,2007,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.075139525541,0.028799400987,0.016164658975,0.497875971029,14496797,3420.1002619719,micro,5.152158273244,2008,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.073104997819,0.025525933151,0.013413110719,0.484984413448,14742766,3329.74401112227,micro,5.084532532402,2009,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.05678202258,0.01907548304,0.009831332399,0.487997823556,14989585,3527.49250658204,micro,5.478550957956,2010,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.046691976986,0.017240801717,0.009746019061,0.458712205349,15237728,3648.00998066675,micro,5.919533562759,2011,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.044631447507,0.015203769125,0.00781718093,0.461093676856,15483883,3693.16057154218,micro,6.305045295166,2012,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.032410893927,0.010196336487,0.004991893313,0.468623582802,15722989,3779.40635001369,micro,6.26985704897,2013,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.026356108733,0.008099929083,0.003967638347,0.449925392892,15957994,3825.54398474323,micro,6.535200399308,2014,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.034400664607,0.01213931318,0.006362480649,0.459508003283,16195902,3765.88534556458,micro,6.483756266429,2015,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.035750272656,0.012296404296,0.006197890388,0.450162110601,16439585,3620.63466230656,micro,6.512799494738,2016,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.032132530619,0.010396642373,0.005185527516,0.446699130492,16696944,3697.7074954053,micro,6.737332398858,2017,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.033114906836,0.009997187186,0.00485317936,0.454379020883,17015672,3704.17169719899,micro,6.619839380653,2018,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.035835841686,0.010850017251,0.004801879445,0.457099306235,17343740,3644.60611762232,micro,6.489237747951,2019,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.065192451216,0.020646131961,0.009047785949,0.473095522586,17588595,3299.19406418379,micro,5.731675499658,2020,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.035831801962,0.009732013741,0.004389656695,0.457974635635,17797737,3593.59581202088,micro,6.20046719681,2021,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.031807919477,0.010230789618,0.004514826314,0.454650330255,18001000,3716.26690220086,micro,6.477636395312,2022,national,national
ECU,income,ENEMDU,7,2007 - 2023,2.15,0.037984306661,0.009677428498,0.003651041421,0.445795067723,18190484,,micro,6.400549084603,2023,national,national
EGY,consumption,HIECS,0,1990 - 1995,2.15,0.0523,0.003939655721,0.000398930803,0.320039394281,57912831,1689.180652605635,group,3.396701166322,1990,national,national
EGY,consumption,HIECS,0,1990 - 1995,2.15,0.02035,0.000550521597,1.992893e-05,0.300828385232,65215623,1796.865248329375,group,3.344840854324,1995,national,national
EGY,consumption,HIECS,1,1999,2.15,0.0,0.0,0.0,0.308348445065,71005500,1952.108464029835,group,3.787404051115,1999,national,national
EGY,consumption,HIECS,2,2004 - 2008,2.15,0.03107613908,0.004374966112,0.001017130714,0.318475454297,78283339,2047.34549401755,micro,3.495708517613,2004,national,national
EGY,consumption,HIECS,2,2004 - 2008,2.15,0.028719029252,0.004239328023,0.001025495418,0.311024360638,84242290,2398.019596257735,micro,3.536571890308,2008,national,national
EGY,consumption,HIECS,3,2010 - 2017,2.15,0.010373141138,0.001357729162,0.000317953763,0.30191457698,88206757,2530.30365992876,micro,3.820703228151,2010,national,national
EGY,consumption,HIECS,3,2010 - 2017,2.15,0.008900780973,0.001092134008,0.000227731923,0.28292202773,92287757,2688.8852585251952,micro,3.94352006637,2012,national,national
EGY,consumption,HIECS,3,2010 - 2017,2.15,0.009060301438,0.001024330463,0.000234358696,0.318233581303,97723799,2812.78106225751,micro,4.052936701614,2015,national,national
EGY,consumption,HIECS,3,2010 - 2017,2.15,0.025048510041,0.003998169179,0.001028586129,0.315339527694,103252920,2897.13195198475,micro,3.682815372951,2017,national,national
EGY,consumption,HIECS,4,2019,2.15,0.014670147196,0.00254172545,0.0007607821,0.318930926044,106412650,2958.169283997795,micro,3.86138945307,2019,national,national
ESP,income,HBS-LIS,0,1980 - 1990,2.15,0.00496926791,0.002401916975,0.001370810146,0.34483546213,37491165,9760.05511813328,micro,9.830770867013,1980,national,national
ESP,income,HBS-LIS,0,1980 - 1990,2.15,0.00237315547,0.000405174841,6.9176526e-05,0.344316742528,38469512,9653.89981302961,micro,9.563587287307,1985,national,national
ESP,income,HBS-LIS,0,1980 - 1990,2.15,0.004944265028,0.002602158256,0.002000897829,0.320232164314,38867322,11982.6194790167,micro,12.540324054204,1990,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.012375658342,0.007346115026,0.005232555157,0.356584914206,39361262,12201.7602001472,micro,13.416876827408,1993,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.009975268847,0.006531569521,0.004598174489,0.351037233828,39549108,12275.5007034685,micro,13.579775591457,1994,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.014823423858,0.007258397819,0.004834230842,0.357266350312,39724050,12430.863548735,micro,13.284009065861,1995,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.014911163945,0.00880309736,0.006585714945,0.364645827321,39889852,12682.6221685895,micro,13.414729512173,1996,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.009859978332,0.005923858284,0.004541909364,0.353244204039,40057389,12986.8556348774,micro,14.120806633312,1997,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.00952704521,0.005919728759,0.004395886937,0.345800525106,40223509,13503.3758368108,micro,15.055657053318,1998,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.007201180078,0.003943457196,0.00303868319,0.337919285023,40386875,14094.0468355186,micro,15.916243189182,1999,national,national
ESP,income,ECHP-LIS,1,1993 - 2000,2.15,0.006753881542,0.004837197225,0.003672023935,0.341289125582,40567864,14653.6436126107,micro,16.697596698527,2000,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.008087511121,0.00525306182,0.004267669708,0.318009383349,42187645,15444.4189535897,micro,17.965613653842,2003,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.008176518085,0.005524756261,0.004417488514,0.333019630086,42921895,15796.108680135,micro,17.628139343612,2004,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.007379748878,0.005195866324,0.004352098278,0.324317762366,43653155,16173.4446285923,micro,18.429335004979,2005,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.00769631769,0.005646942587,0.004727201453,0.335411580282,44397319,16536.0391158628,micro,18.330478586879,2006,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.003630408472,0.002581506509,0.002116125857,0.341374114119,45226803,16783.752394501,micro,21.393442265614,2007,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.004889185842,0.003437619973,0.002726451856,0.342203997674,45954106,16402.1572464755,micro,21.898440192618,2008,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.008056004223,0.005462221511,0.004192028485,0.349240849241,46362946,15673.4343760579,micro,21.689659172864,2009,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.006757251532,0.004855449012,0.003857154122,0.352444849558,46576897,15659.0616866156,micro,20.39533595872,2010,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.011273296389,0.007906109914,0.006408230089,0.356939764685,46742697,15219.364570946,micro,19.80188090214,2011,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.009365936686,0.005580333546,0.004285318407,0.354036615856,46773055,14704.7942541134,micro,19.080526387249,2012,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.011363040399,0.00696172328,0.005198691031,0.361818975141,46620045,14327.0533022682,micro,18.615341923993,2013,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.00787157227,0.004499061018,0.003344752501,0.36052309855,46480882,14612.7092804908,micro,18.669743782836,2014,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.009035269887,0.005865755235,0.004565160473,0.361783384069,46444832,15055.1016389775,micro,19.129674515965,2015,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.011252796344,0.006680605003,0.005037665754,0.35757091949,46484062,15447.5666882037,micro,19.911937633994,2016,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.006780910855,0.004896859374,0.004055293318,0.346512586119,46593236,15877.4102847464,micro,20.165906795704,2017,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.008386145427,0.005319845343,0.00411846142,0.347163282408,46797754,16075.9300570296,micro,20.073321981521,2018,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.007938134245,0.005318559061,0.004038982564,0.343037152251,47134837,16133.6231455051,micro,21.295727769903,2019,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.008863663023,0.005027295487,0.003685357634,0.348636438981,47365655,14086.788962613,micro,21.281825190141,2020,national,national
ESP,income,EU-SILC,2,2003 - 2021,2.15,0.005642502821,0.003947617757,0.003114028241,0.338859109748,47415794,15065.9335825438,micro,21.832835122577,2021,national,national
EST,income,HIES,0,1993,2.15,0.0,0.0,0.0,0.394273332076,1494128,2920.71994121582,group,5.846121341752,1993,national,national
EST,consumption,HIES,1,1995 - 1998,2.15,0.0,0.0,0.0,0.300647958591,1436634,3219.67213028259,group,5.602887129288,1995,national,national
EST,consumption,HIES,1,1995 - 1998,2.15,0.0,0.0,0.0,0.376430759432,1386156,4298.95463501137,group,6.168893371407,1998,national,national
EST,consumption,HBS,2,2000 - 2004,2.15,0.014341082546,0.002917391925,0.000977639235,0.357843981364,1396985,4583.38978117802,micro,5.983774460656,2000,national,national
EST,consumption,HBS,2,2000 - 2004,2.15,0.012181876474,0.002950443056,0.001217088856,0.3601245483369999,1388115,4933.15065350538,micro,5.761187977919,2001,national,national
EST,consumption,HBS,2,2000 - 2004,2.15,0.013671544407,0.003084519886,0.001217617689,0.357915743772,1379350,5443.77852515989,micro,5.893955873268,2002,national,national
EST,consumption,HBS,2,2000 - 2004,2.15,0.011772458994,0.00220702617,0.000736350035,0.349096243215,1370720,6010.10162416638,micro,6.09665545924,2003,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.025094908629,0.012503246461,0.008346542775,0.371951808288,1370720,6010.10162416638,micro,7.299304616386,2003,national,national
EST,consumption,HBS,2,2000 - 2004,2.15,0.005493765166,0.001295050289,0.00051004984,0.353781886505,1362550,6538.0409543308,micro,6.859988168518,2004,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.010788711288,0.005353952817,0.003645998367,0.335595353519,1362550,6538.0409543308,micro,8.107519835938,2004,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.008116842372,0.003181140217,0.001924043661,0.334468611566,1354775,7215.27794507477,micro,9.109910289949,2005,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.008239719796,0.004281033513,0.003093485366,0.336678179675,1346810,8192.39436139812,micro,10.480180160968,2006,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.004253237083,0.002486079399,0.001860765903,0.311784669834,1340680,8923.70439596388,micro,11.948052533153,2007,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.003861775453,0.00222003546,0.001679473802,0.319150639619,1337090,8542.2941617927,micro,12.238212671361,2008,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.005550370589,0.002474356376,0.001504647232,0.314427120111,1334515,7365.11985622088,micro,11.732890850686,2009,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.007922195898,0.004152982247,0.002768665276,0.31999895797,1331475,7288.20329103854,micro,11.187193061422,2010,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.0097961551,0.005389306463,0.00387131593,0.324885179531,1327439,7534.83138571039,micro,11.244732268982,2011,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.007397387485,0.00364804137,0.002556980222,0.329136026216,1322696,7892.04433600454,micro,11.771409502969,2012,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.008596547612,0.005850264716,0.004515932515,0.350756771401,1317997,8213.14914390957,micro,12.313328146317,2013,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.008305271275,0.004515898332,0.003511892558,0.345879490382,1314545,8532.005537763,micro,13.337729141861,2014,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.006000405327,0.003789271966,0.002790715499,0.326679871295,1315407,8943.78777462418,micro,14.480046557126,2015,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.004700586173,0.002880120321,0.002236844957,0.311947706224,1315790,9339.15162074714,micro,15.684329719278,2016,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.002687060292,0.001704301891,0.001280824146,0.303543190495,1317384,9557.20021072983,micro,16.756409717744,2017,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.002487358335,0.001809378992,0.001502315862,0.303201595621,1321977,9982.9747918618,micro,17.769116942577,2018,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.005569403359,0.002960435345,0.002279921992,0.307654395505,1326898,10398.8171663678,micro,18.472512164761,2019,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.003486593807,0.00208964182,0.001453333257,0.307371082215,1329522,10273.061472036,micro,19.149446613121,2020,national,national
EST,income,EU-SILC,3,2003 - 2021,2.15,0.003092403824,0.001987540066,0.001595317114,0.318340003051,1330932,10914.3074123143,micro,21.177299101954,2021,national,national
ETH,consumption,HICES,0,1981,2.15,0.71255,0.255120473073,0.117820410843,0.309803639018,32404909,,micro,2.15,1981,rural,rural
ETH,consumption,HICES,1,1995 - 2015,2.15,0.692071424258,0.278848479164,0.141736137172,0.445628223898,57944314,,micro,2.15,1995,national,national
ETH,consumption,HICES,1,1995 - 2015,2.15,0.580265234884,0.174662487231,0.071197625363,0.299757926386,66054723,,micro,2.15,1999,national,national
ETH,consumption,HICES,1,1995 - 2015,2.15,0.345767678359,0.076465309626,0.024362253917,0.298068529702,76385483,,micro,2.467312901275,2004,national,national
ETH,consumption,HICES,1,1995 - 2015,2.15,0.307509347838,0.081488851634,0.032876208557,0.331706008147,90527860,,micro,2.53020527086,2010,national,national
ETH,consumption,HICES,1,1995 - 2015,2.15,0.269846056657,0.076031530965,0.031593638843,0.349931232312,103882561,451.298983883618,micro,2.680942370219,2015,national,national
FIN,income,IDS-LIS,0,1987 - 2000,2.15,0.0,0.0,0.0,0.22171398734,4932123,15044.4126365721,micro,17.536510454797,1987,national,national
FIN,income,IDS-LIS,0,1987 - 2000,2.15,0.0,0.0,0.0,0.228797617094,5013740,15810.6040567707,micro,19.36762123966,1991,national,national
FIN,income,IDS-LIS,0,1987 - 2000,2.15,0.0,0.0,0.0,0.234591369897,5107790,15581.8246606072,micro,17.734624052407,1995,national,national
FIN,income,IDS-LIS,0,1987 - 2000,2.15,0.0,0.0,0.0,0.271566266027,5176209,18265.0685928519,micro,19.901099417583,2000,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000492750369,0.000366179949,0.000305454536,0.276864275095,5213014,19875.8282260332,micro,20.938712192832,2003,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000394139029,0.000253069395,0.000194074379,0.278976527883,5228172,20561.6024988783,micro,21.641808825731,2004,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000553152408,0.000371224663,0.000282982261,0.276194922001,5246096,21141.9036386921,micro,22.534911509205,2005,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000803754664,0.000630403923,0.000518202318,0.279987233262,5266268,21886.5878321588,micro,22.877182094621,2006,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000637425859,0.000344009052,0.000234263415,0.282855619987,5288720,22556.8842793306,micro,23.575911456472,2007,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.00053872227,0.000204708455,0.000120904387,0.278381348409,5313399,22893.9656710034,micro,23.884935205291,2008,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000524700864,0.000363827829,0.000293271421,0.274552765181,5338871,22119.0968116053,micro,24.627845600154,2009,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.00053840696,0.000280526524,0.000224225115,0.277139617296,5363352,22677.8404851807,micro,24.849968061932,2010,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.00047390878,0.000364276359,0.000298524987,0.276426474892,5388272,23226.3192214179,micro,24.89906266828,2011,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000527251577,0.000436131813,0.000380266315,0.270963758997,5413971,23205.0105400194,micro,25.141722804088,2012,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000851375854,0.000594499756,0.000484890551,0.271936678471,5438972,22977.7855079967,micro,25.098244322182,2013,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000661678401,0.000403819122,0.000323747802,0.267768039503,5461512,23021.7070482124,micro,25.066583616073,2014,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000702085105,0.000513062191,0.000438736328,0.271018096126,5479531,23314.7238838734,micro,25.173183846982,2015,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000472361445,0.0002765512,0.000221609364,0.270784225703,5495303,23812.5285963673,micro,25.450113746408,2016,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.00065777735,0.000566893604,0.000495038195,0.273828308547,5508214,23936.3876079689,micro,25.958107210054,2017,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000567742561,0.000426267144,0.000343081147,0.27329568537,5515525,24313.8222655453,micro,26.344069912504,2018,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000388292296,0.000336141511,0.000296297816,0.277371241097,5521606,24465.0782711163,micro,26.781099596657,2019,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000276208987,0.000225086211,0.000190638248,0.270910427727,5529543,23510.9762114524,micro,26.75449482403,2020,national,national
FIN,income,EU-SILC,1,2003 - 2021,2.15,0.000213429628,0.000142423178,0.000109283029,0.277085062079,5541017,24222.7886851451,micro,27.069558995628,2021,national,national
FJI,consumption,HIES,0,2002 - 2013,2.15,0.016781588535,0.0029225675,0.000792673888,0.38102054452,854098,,micro,4.87023708993,2002,national,national
FJI,consumption,HIES,0,2002 - 2013,2.15,0.010271411895,0.001432093055,0.000285850199,0.40375586095,899057,,micro,5.057776658819,2008,national,national
